,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
313819,2,1,2,2,1,1,1,1,1,2,4,9,5,1,14.0,2
396437,2,1,1,4,2,2,1,2,1,1,1,1,2,3,44.0,1
568926,3,1,2,3,1,2,2,1,1,1,1,2,10,4,58.0,1
414996,5,1,2,3,1,2,1,2,1,2,1,6,6,3,35.0,4
471407,6,1,1,3,1,2,1,2,1,2,1,5,2,3,42.0,3
368872,3,1,2,4,1,2,1,2,1,2,1,6,10,2,30.0,3
324094,1,1,2,2,1,1,1,1,1,1,4,9,5,1,8.0,2
510563,2,1,1,3,2,2,1,2,3,6,1,9,6,3,45.0,3
350430,2,1,1,3,2,2,1,1,1,2,1,8,3,2,20.0,4
559965,2,1,1,2,1,2,1,1,1,2,1,2,10,4,60.0,1
529086,2,1,1,6,2,2,1,2,1,2,1,2,9,3,31.0,1
306125,5,1,2,4,1,2,1,2,1,1,1,4,5,1,11.0,2
441263,5,1,1,3,1,2,1,1,1,2,1,4,4,3,48.0,2
431364,2,1,1,4,2,2,1,2,1,2,1,3,9,3,34.0,2
349624,2,1,2,5,2,2,1,1,1,1,1,2,11,2,16.0,2
541323,2,1,1,5,2,2,2,1,1,2,1,1,2,4,59.0,1
465690,2,1,1,4,2,2,1,2,1,1,1,2,9,3,35.0,1
385727,2,1,2,6,2,2,1,3,1,2,1,7,9,3,36.0,2
346328,1,1,2,7,5,2,2,1,1,2,1,6,8,2,29.0,4
347982,3,1,1,4,1,2,1,1,1,1,1,2,10,2,24.0,1
324944,2,1,2,8,2,2,1,2,1,2,1,4,12,1,2.0,2
414272,1,1,1,4,4,2,1,1,1,9,2,2,2,3,40.0,1
546264,3,1,2,2,1,2,1,1,1,9,1,6,12,4,53.0,3
382598,2,1,1,4,2,2,1,2,1,1,1,2,2,3,46.0,1
387725,1,1,2,4,1,2,1,1,1,5,1,2,9,3,44.0,1
466438,2,1,1,4,2,2,1,1,1,2,2,1,4,3,47.0,2
559023,5,1,2,4,1,2,1,1,1,2,1,2,10,4,54.0,1
407311,2,1,1,4,2,2,1,2,1,1,1,2,4,3,42.0,2
436420,2,1,1,5,2,2,1,1,1,1,2,2,4,3,48.0,2
472103,3,1,1,2,1,2,1,1,1,1,1,9,4,3,45.0,4
329892,2,1,2,6,2,2,2,1,1,2,1,9,11,2,17.0,4
484666,2,1,1,4,2,2,1,1,1,2,2,5,3,3,44.0,3
525657,2,1,1,6,2,2,1,2,1,2,1,1,2,3,46.0,1
344143,1,1,2,6,4,2,1,1,1,2,1,9,4,2,24.0,4
418867,2,1,2,2,1,2,1,1,1,1,1,9,5,3,38.0,4
453518,2,1,2,4,2,2,1,1,1,2,1,6,11,3,46.0,3
498393,2,1,1,4,2,2,1,1,1,1,1,7,2,3,31.0,2
465003,1,1,1,3,1,2,1,1,1,1,1,2,6,3,46.0,1
481245,5,1,2,3,1,2,2,2,1,2,1,4,10,3,41.0,2
528686,2,1,1,6,2,2,1,1,1,2,1,9,4,3,36.0,4
355644,3,1,2,3,1,2,1,2,1,2,1,7,4,2,28.0,4
559689,2,1,1,5,2,2,1,2,1,2,1,2,12,4,54.0,1
331975,2,1,1,2,1,2,1,1,1,2,2,3,12,2,25.0,2
354941,1,1,2,5,4,2,2,1,1,1,2,4,12,2,17.0,2
321408,6,1,1,5,1,2,1,3,1,9,2,3,12,1,5.0,2
334272,5,1,2,5,4,2,1,2,1,2,1,4,4,2,18.0,2
538175,4,1,1,4,1,2,1,2,1,2,1,2,12,4,49.0,1
417554,2,1,1,5,2,2,1,2,1,1,1,8,4,3,36.0,4
338478,4,1,1,6,5,2,1,1,1,2,1,4,9,2,20.0,2
508911,2,1,1,5,2,2,1,2,1,1,2,2,9,3,37.0,1
509822,2,1,1,6,2,2,1,1,1,5,1,5,3,3,38.0,3
542031,1,1,1,6,4,2,1,2,1,2,1,1,2,4,57.0,1
307617,2,1,2,5,2,2,1,2,1,9,1,4,10,1,9.0,2
456330,2,1,1,4,2,2,1,1,1,2,1,7,4,3,41.0,2
520085,2,1,1,3,1,2,2,1,1,2,2,1,6,3,38.0,1
399227,1,1,1,6,1,2,1,3,1,9,1,5,2,3,43.0,3
331718,2,1,2,5,2,2,1,2,1,2,1,3,12,2,20.0,2
426725,1,1,1,4,1,2,1,2,1,1,1,9,4,3,44.0,4
406039,2,1,2,3,2,2,1,1,1,2,1,3,9,3,35.0,2
308814,2,1,2,4,2,2,1,1,1,1,1,5,3,1,14.0,3
326928,2,1,2,5,2,2,1,1,1,2,1,9,10,1,14.0,4
460594,2,1,1,3,2,2,2,1,1,2,1,5,4,3,45.0,3
329439,1,1,2,3,1,2,1,1,1,1,1,7,8,2,16.0,2
512947,4,1,1,5,1,2,1,1,1,1,2,5,11,3,48.0,3
517580,6,1,1,5,3,2,1,2,1,2,1,5,3,3,39.0,3
556336,1,1,1,3,1,2,1,1,1,1,1,1,3,4,59.0,2
338089,2,1,2,6,2,2,1,1,1,2,1,6,11,2,28.0,3
530442,2,1,2,5,2,2,1,2,1,1,1,6,11,3,48.0,4
519209,5,1,2,6,4,2,2,3,1,2,1,2,12,3,33.0,2
556965,3,1,1,5,4,2,1,1,1,1,2,5,3,4,55.0,3
309179,5,1,1,2,1,2,1,1,1,2,1,3,12,1,13.0,2
408227,2,1,1,4,2,2,1,2,1,1,2,5,4,3,37.0,3
358667,2,1,2,3,2,2,1,2,1,1,1,2,11,2,30.0,2
505399,1,1,2,5,4,2,1,1,1,9,1,3,11,3,39.0,2
567332,2,1,1,6,2,2,1,2,1,8,2,1,6,4,59.0,1
346879,2,1,2,3,2,2,1,1,1,2,1,4,8,2,21.0,2
360390,3,1,2,3,1,2,1,2,1,2,1,4,8,2,29.0,2
505994,3,1,1,6,1,2,1,1,1,2,1,4,9,3,42.0,2
390176,3,1,2,4,4,2,1,2,1,2,1,4,4,3,33.0,2
416826,2,1,1,5,2,2,1,2,1,2,1,1,4,3,40.0,1
436138,2,1,1,5,2,2,2,1,3,2,1,1,6,3,35.0,2
549154,1,1,1,3,1,2,1,2,1,1,1,3,9,4,58.0,2
348914,4,1,1,5,1,2,1,3,1,2,1,1,3,2,26.0,2
440665,2,1,1,5,2,2,1,2,1,2,1,5,2,3,32.0,3
480621,2,1,2,3,4,2,1,2,1,1,1,3,4,3,45.0,2
475366,2,1,1,6,2,2,1,1,1,2,1,3,6,3,48.0,2
366841,5,1,2,4,3,2,1,1,1,1,1,9,5,2,18.0,4
523515,2,1,2,6,2,2,1,1,1,2,1,4,7,3,43.0,2
491624,2,1,1,5,2,2,1,2,1,1,1,2,10,3,43.0,1
404575,2,1,1,4,2,2,1,1,1,2,1,8,2,3,43.0,4
405142,3,1,1,3,1,2,1,2,1,2,1,5,3,3,34.0,3
565280,2,1,2,6,2,2,1,1,1,1,1,2,10,4,53.0,1
363263,3,1,2,3,5,2,1,1,1,1,1,7,4,2,19.0,4
445262,2,1,1,4,2,2,1,1,1,1,1,3,7,3,42.0,1
369235,3,1,2,6,4,2,1,2,1,1,1,6,11,2,21.0,3
382448,5,1,1,4,1,2,1,3,1,2,1,4,2,3,48.0,2
312264,2,1,2,2,1,1,1,2,1,2,4,7,4,1,11.0,2
525781,1,1,1,5,1,2,1,2,1,2,1,5,2,3,46.0,3
456234,2,1,1,5,2,2,1,1,1,2,2,1,4,3,40.0,2
417912,2,1,1,3,2,2,1,2,1,1,1,2,10,3,31.0,1
316630,2,1,2,7,2,2,1,2,1,2,1,2,6,1,3.0,1
326963,3,1,2,2,1,1,1,2,1,1,4,7,4,1,6.0,2
307017,2,1,2,6,2,2,1,1,1,2,1,3,11,1,2.0,2
316065,3,1,2,2,1,1,1,1,1,2,4,9,5,1,8.0,2
498461,2,1,1,6,2,2,1,2,1,1,1,6,11,3,42.0,4
565809,2,1,1,4,2,2,1,2,1,2,1,2,8,4,50.0,1
359893,3,1,1,3,1,2,1,1,2,1,1,9,8,2,20.0,4
551413,2,1,1,5,2,2,1,4,1,2,2,5,3,4,51.0,3
334193,3,1,2,2,1,2,1,1,1,2,1,4,2,2,25.0,2
418849,2,1,1,3,1,2,1,1,1,2,1,3,9,3,37.0,2
332278,2,1,2,6,2,2,1,1,1,1,1,2,11,2,17.0,2
515247,1,1,1,3,1,2,2,1,1,2,1,3,7,3,38.0,2
359110,2,1,2,5,2,2,1,2,1,2,1,2,11,2,22.0,2
352675,2,1,2,6,2,2,1,2,1,2,1,4,12,2,23.0,2
314368,2,1,2,4,2,2,1,2,1,2,1,9,10,1,4.0,4
514560,1,1,1,4,1,2,1,3,1,1,1,8,6,3,34.0,3
522779,2,1,2,4,2,2,2,1,3,2,1,2,6,3,47.0,1
396777,2,1,2,6,2,2,2,2,3,4,1,2,10,3,34.0,1
324575,3,1,1,3,1,2,1,1,3,7,1,2,8,1,3.0,1
528391,2,1,1,4,2,2,1,2,1,9,1,5,2,3,42.0,3
331976,2,1,2,5,2,2,1,1,1,2,1,7,4,2,18.0,4
519682,3,1,1,4,1,2,2,1,4,2,2,3,10,3,48.0,2
519533,2,1,2,5,2,2,1,3,1,9,1,3,10,3,31.0,2
501801,5,1,1,3,1,2,1,1,1,9,1,8,6,3,38.0,4
424555,2,1,2,4,2,2,1,1,1,9,1,4,4,3,43.0,2
315038,1,1,1,5,4,2,1,1,1,2,2,2,9,1,4.0,1
405239,3,1,1,3,1,2,1,2,1,1,1,8,4,3,38.0,3
395080,2,1,1,3,2,2,1,2,1,1,1,1,7,3,33.0,1
516063,2,1,2,3,2,2,1,2,1,2,1,2,9,3,43.0,1
476819,2,1,1,4,2,2,1,1,1,1,2,8,6,3,42.0,4
429003,2,1,1,4,2,2,1,1,1,2,1,2,2,3,42.0,1
551399,2,1,1,4,2,2,1,1,1,1,1,1,6,4,58.0,1
567750,5,1,2,5,5,2,1,3,1,1,1,1,7,4,56.0,1
332149,2,1,1,4,2,2,1,2,1,2,1,3,11,2,22.0,2
532225,2,1,2,4,2,2,1,1,1,1,1,2,10,3,33.0,1
456192,1,1,2,5,1,2,2,1,1,2,1,4,6,3,43.0,2
548187,2,1,1,6,2,2,1,3,1,1,1,2,6,4,54.0,2
415426,2,1,2,5,2,2,1,1,1,1,1,2,10,3,45.0,1
322872,2,1,2,8,2,2,1,1,1,5,2,3,11,1,5.0,2
559347,3,1,1,3,1,2,1,1,1,2,1,2,10,4,60.0,1
420155,1,1,1,2,1,2,1,1,1,1,2,5,3,3,48.0,3
562506,1,1,1,5,3,2,2,2,4,2,1,9,8,4,59.0,3
519783,1,1,1,6,1,2,1,1,1,2,1,4,10,3,43.0,2
340157,2,1,2,5,2,2,1,2,1,2,1,4,11,2,22.0,2
395168,1,1,1,3,1,2,2,1,1,1,1,9,4,3,40.0,4
449147,2,1,1,3,2,2,1,2,1,1,2,8,4,3,46.0,4
329209,2,1,2,2,1,1,1,2,1,2,4,7,4,2,27.0,2
398789,2,1,1,4,2,2,1,2,1,1,2,1,2,3,40.0,2
543166,1,1,1,3,2,2,2,1,1,2,1,5,2,4,53.0,3
554960,2,1,1,4,2,2,1,1,1,1,1,8,8,4,56.0,3
477566,2,1,1,6,2,2,1,1,1,9,1,2,6,3,34.0,1
552233,3,1,1,3,4,2,1,1,1,1,1,3,4,4,55.0,2
330925,2,1,1,7,2,2,2,2,3,7,1,1,2,2,23.0,1
363755,1,1,2,5,4,2,1,3,1,2,1,7,4,2,27.0,4
377021,2,1,2,5,2,2,2,3,1,2,2,2,10,2,19.0,1
434548,2,1,1,4,2,2,2,1,1,2,1,1,5,3,31.0,1
321972,2,1,1,5,2,2,2,2,3,6,1,7,5,1,10.0,4
457250,2,1,1,2,1,2,1,3,1,1,1,4,4,3,38.0,2
567899,3,1,1,4,4,2,2,1,1,2,1,3,7,4,60.0,1
387873,2,1,1,3,1,2,1,2,3,4,1,2,6,3,42.0,1
322526,2,1,1,2,1,1,1,1,1,1,4,7,4,1,2.0,2
542367,3,1,1,5,4,2,1,1,1,2,2,3,7,4,52.0,1
416809,2,1,2,2,1,2,1,1,1,2,1,9,6,3,41.0,3
356354,1,1,2,6,3,2,1,3,1,8,1,6,11,2,28.0,4
510408,1,1,2,6,5,2,1,1,1,1,1,7,4,3,33.0,4
302343,2,1,2,6,2,2,1,2,1,2,1,9,11,1,9.0,4
345914,2,1,2,7,2,2,1,2,1,2,1,7,4,2,29.0,4
381429,3,1,1,2,1,2,1,2,1,2,1,5,3,3,40.0,3
377521,2,1,2,6,2,2,1,1,1,2,1,2,10,2,18.0,1
335225,5,1,2,3,3,2,1,2,3,6,1,4,6,2,17.0,2
446083,5,1,1,2,1,2,1,1,1,2,1,5,3,3,47.0,3
411910,2,1,1,4,2,2,1,2,1,1,1,7,4,3,41.0,3
374237,2,1,2,3,2,2,2,1,1,2,1,9,5,2,20.0,4
411464,2,1,2,4,2,2,2,2,4,2,1,2,11,3,37.0,2
529454,6,1,1,4,1,2,1,1,1,1,1,7,7,3,45.0,2
376978,5,1,2,3,1,2,2,1,4,2,1,7,4,2,20.0,4
559210,2,1,1,4,2,2,1,1,3,4,2,4,6,4,54.0,2
545544,2,1,1,5,2,2,1,2,1,2,2,5,11,4,55.0,3
439517,3,1,2,5,4,2,1,2,1,2,1,6,11,3,46.0,4
464572,2,1,1,6,2,2,1,3,1,2,2,2,6,3,43.0,1
354809,2,1,2,3,2,2,1,1,1,1,1,7,4,2,26.0,4
338428,1,1,2,4,1,2,1,2,1,2,1,7,6,2,21.0,2
430556,1,1,1,4,1,2,1,2,1,2,1,2,12,3,41.0,1
344351,2,1,2,5,2,2,1,2,1,2,1,3,4,2,26.0,2
482761,2,1,1,4,2,2,1,1,1,2,1,1,12,3,31.0,1
416184,2,1,1,4,2,2,1,2,1,2,1,2,3,3,44.0,1
567835,2,1,1,4,2,2,2,1,5,2,1,1,8,4,55.0,1
310961,3,1,2,2,1,2,1,1,1,2,1,6,10,1,12.0,3
533392,2,1,1,2,1,2,1,1,1,2,1,3,9,3,35.0,2
541958,1,1,1,4,2,2,1,3,1,1,2,8,3,4,55.0,3
349331,2,1,2,4,2,2,1,1,1,1,1,2,11,2,28.0,2
448585,2,1,1,5,2,2,1,3,1,2,1,4,9,3,36.0,2
475213,2,1,1,4,2,2,1,2,1,2,1,1,4,3,35.0,2
437167,2,1,2,5,2,2,1,3,1,2,1,9,4,3,43.0,4
347794,2,1,2,5,2,2,1,2,1,2,1,6,10,2,19.0,3
452618,2,1,1,5,2,2,1,1,1,2,1,2,10,3,38.0,1
534539,2,1,1,2,2,2,1,2,1,2,1,7,4,4,55.0,2
534375,2,1,1,5,2,2,1,1,1,1,2,1,2,4,59.0,1
488120,1,1,2,6,4,2,1,5,1,2,1,2,10,3,45.0,1
407223,3,1,2,4,4,2,1,2,1,1,1,1,10,3,41.0,1
399330,5,1,1,2,1,2,1,2,1,2,1,5,4,3,36.0,3
519132,2,1,1,3,1,2,2,2,4,2,2,3,8,3,44.0,1
463765,1,1,2,2,1,2,1,1,1,2,1,9,5,3,48.0,4
430291,4,1,1,5,5,2,1,3,1,2,1,5,6,3,48.0,3
338754,2,1,2,6,2,2,1,2,1,2,1,6,11,2,24.0,4
562854,2,1,1,3,2,2,2,2,3,2,1,1,7,4,58.0,1
472366,2,1,2,2,1,2,1,2,1,2,1,6,8,3,42.0,2
475545,2,1,1,6,2,2,1,3,1,2,2,1,4,3,46.0,2
568122,2,1,1,4,2,2,1,2,1,2,1,8,6,4,49.0,3
332823,2,1,2,6,2,2,1,1,1,1,1,6,10,2,29.0,3
379437,2,1,2,6,2,2,1,1,1,1,1,4,2,2,27.0,2
460332,2,1,1,4,2,2,1,1,1,2,1,8,4,3,41.0,4
535477,2,1,2,4,2,2,2,3,3,2,1,2,11,4,51.0,2
339153,5,1,2,4,1,2,1,2,1,2,1,6,10,2,22.0,3
546420,2,1,1,4,2,2,2,1,1,5,1,1,8,4,52.0,2
452900,2,1,1,3,2,2,2,1,1,1,1,3,9,3,37.0,2
365765,2,1,2,3,2,2,1,1,1,2,1,6,11,2,30.0,4
400691,5,1,1,3,1,2,1,1,1,2,1,9,6,3,46.0,4
463623,2,1,1,4,2,2,1,1,1,1,1,2,6,3,45.0,1
358866,5,1,2,5,4,2,1,1,1,2,1,7,4,2,30.0,4
508182,2,1,1,6,2,2,1,1,1,1,1,1,7,3,35.0,1
434883,2,1,2,5,2,2,1,2,1,2,1,2,11,3,34.0,1
518545,1,1,1,5,1,2,1,1,1,9,2,5,5,3,34.0,3
565076,2,1,1,5,2,2,1,2,1,1,1,1,12,4,57.0,1
412590,5,1,2,5,3,2,1,1,1,1,1,4,9,3,35.0,2
313443,2,1,1,6,2,2,2,2,1,2,1,9,8,1,14.0,4
356811,2,1,2,5,2,2,1,1,1,9,2,6,12,2,22.0,3
509991,5,1,1,4,1,1,1,2,4,2,4,7,4,3,34.0,2
342503,2,1,2,6,2,2,1,2,1,1,1,2,10,2,22.0,1
505452,2,1,1,5,2,2,2,1,1,6,1,3,6,3,41.0,2
526936,2,1,1,6,2,2,1,3,1,9,2,1,2,3,36.0,1
370846,2,1,1,6,3,2,2,3,4,2,1,8,2,2,26.0,4
372247,2,1,1,3,2,2,2,2,2,1,1,5,2,2,18.0,3
368032,5,1,1,5,1,2,1,1,1,2,1,9,4,2,30.0,4
334120,2,1,2,3,1,2,1,2,1,2,1,9,5,2,25.0,4
426907,2,1,1,3,2,2,1,1,3,7,2,1,8,3,31.0,1
416773,2,1,1,3,2,2,1,2,1,2,1,5,2,3,35.0,3
354882,5,1,2,4,3,2,2,1,1,2,1,7,4,2,28.0,4
489920,4,1,1,5,2,2,2,2,5,7,1,9,4,3,41.0,4
345859,6,1,2,2,1,1,1,1,1,1,4,7,4,2,23.0,2
411550,1,1,1,4,3,2,1,1,1,9,1,1,8,3,33.0,2
341020,3,1,2,3,4,2,1,4,1,8,1,6,11,2,30.0,3
448073,2,1,2,5,2,2,1,2,1,2,1,2,10,3,39.0,1
445676,2,1,1,5,2,2,1,2,1,2,1,1,2,3,41.0,2
399003,2,1,1,4,2,2,1,3,1,2,1,1,4,3,35.0,1
564924,1,1,1,4,4,2,2,3,1,2,1,2,10,4,49.0,1
345156,2,1,2,4,2,2,1,1,1,1,1,6,10,2,21.0,3
347009,2,1,2,5,2,2,2,1,1,3,1,6,11,2,25.0,3
509968,2,1,1,5,2,2,1,2,1,2,1,8,6,3,33.0,3
539732,2,1,1,4,2,2,1,1,1,1,1,1,3,4,54.0,1
470679,3,1,1,2,1,2,1,2,1,1,1,4,4,3,46.0,2
530833,2,1,1,3,2,1,2,2,3,4,4,2,10,3,31.0,2
534022,-9,1,2,3,1,1,2,1,1,2,4,2,10,3,45.0,-9
459707,1,1,2,3,1,1,1,1,1,1,4,2,11,3,38.0,2
415912,2,1,1,6,2,2,2,3,1,2,1,8,2,3,46.0,4
313827,2,1,2,6,2,2,1,1,1,2,1,6,10,1,4.0,3
346590,5,1,2,2,1,2,1,1,1,1,1,9,5,2,16.0,4
378780,2,1,2,4,2,2,1,2,1,9,1,6,11,2,26.0,4
542710,3,1,1,4,1,2,1,2,1,1,1,8,6,4,54.0,3
356683,6,1,2,3,1,2,1,1,1,2,1,6,12,2,19.0,4
533787,1,1,1,6,5,2,1,1,1,2,2,8,6,3,34.0,4
394484,2,1,1,3,2,2,1,2,1,1,1,3,10,3,43.0,2
411308,2,1,1,6,2,2,1,1,1,2,1,5,4,3,36.0,3
303151,3,1,1,5,4,2,1,2,1,2,1,1,9,1,3.0,2
564532,2,1,1,5,2,2,1,1,1,1,2,1,4,4,56.0,1
304707,1,1,2,2,1,1,1,1,1,2,4,7,4,1,12.0,2
324465,2,1,2,3,2,2,2,1,3,9,1,2,4,1,9.0,1
517209,3,1,2,3,1,2,1,1,1,1,1,3,8,3,32.0,2
433357,4,1,1,4,4,2,1,2,1,1,1,3,8,3,44.0,1
568339,3,1,1,8,4,2,1,2,1,9,2,5,1,4,59.0,3
531226,2,1,2,3,1,2,1,1,1,2,1,5,11,3,33.0,3
561907,3,1,2,3,1,2,1,1,1,2,2,4,8,4,58.0,2
391215,1,1,2,2,1,2,1,1,1,2,1,7,4,3,32.0,4
416799,5,1,2,3,1,2,1,2,1,9,1,6,11,3,47.0,4
463334,5,1,2,3,1,2,1,2,1,2,1,4,11,3,41.0,2
489271,2,1,1,3,1,2,1,1,1,2,1,8,4,3,45.0,4
488104,2,1,2,3,2,2,1,1,1,2,1,2,11,3,39.0,1
332586,5,1,2,5,4,2,1,1,1,1,1,2,11,2,17.0,1
406830,2,1,1,6,2,2,1,2,1,2,1,2,8,3,34.0,2
555663,2,1,2,5,2,2,1,2,1,2,1,2,10,4,56.0,1
489927,1,1,1,4,1,2,1,1,1,1,2,3,12,3,34.0,2
360301,2,1,1,4,2,2,2,1,3,6,2,5,2,2,19.0,3
348843,2,1,2,4,2,2,1,1,1,2,1,7,4,2,16.0,4
551462,2,1,1,6,2,2,1,2,1,2,2,1,2,4,57.0,2
442228,1,1,2,5,4,2,1,2,1,2,1,2,10,3,32.0,1
339468,2,1,1,6,2,2,1,3,1,9,1,1,2,2,28.0,1
396635,2,1,1,3,2,2,2,3,3,6,1,7,4,3,36.0,4
452994,2,1,1,4,2,2,1,1,1,2,1,5,2,3,42.0,3
317692,2,1,1,4,2,2,1,2,1,1,1,4,4,1,8.0,2
429503,2,1,1,2,1,1,1,1,1,1,4,6,11,3,47.0,2
476523,3,1,1,3,1,2,1,2,1,1,1,8,6,3,35.0,3
518660,2,1,1,3,2,2,2,1,1,1,1,1,5,3,38.0,2
444357,2,1,1,5,2,2,2,1,3,4,1,2,2,3,39.0,2
486107,4,1,1,3,1,2,1,2,1,2,1,8,8,3,35.0,4
386679,2,1,2,3,2,2,1,2,1,1,1,2,11,3,35.0,2
476762,1,1,1,5,3,2,1,4,1,2,1,5,3,3,41.0,3
343501,2,1,2,4,2,2,1,2,1,2,1,3,10,2,22.0,2
385606,2,1,2,4,2,2,1,2,1,2,1,1,11,3,40.0,1
336151,1,1,1,6,1,2,1,2,3,1,1,9,4,2,28.0,4
532602,2,1,2,5,2,2,1,2,1,1,1,9,6,3,36.0,4
317114,3,1,2,6,4,2,1,3,1,2,1,9,5,1,8.0,4
325291,1,1,2,2,1,2,2,2,1,2,2,9,5,1,9.0,4
387850,2,1,1,4,2,2,1,2,1,2,1,9,5,3,39.0,4
474462,1,1,1,3,1,2,2,1,3,4,1,2,4,3,45.0,1
540921,2,1,1,4,2,2,1,1,1,2,2,5,4,4,58.0,3
541452,3,1,2,4,1,2,2,1,1,2,1,3,1,4,53.0,2
485053,1,1,2,4,1,2,1,1,1,1,2,2,4,3,42.0,1
345549,2,1,2,4,2,2,1,1,1,2,1,6,10,2,20.0,3
435919,2,1,1,6,2,2,1,1,1,9,1,2,2,3,38.0,1
489556,2,1,2,3,2,2,1,2,2,2,1,3,8,3,33.0,2
434276,2,1,1,5,2,2,1,2,1,9,2,9,6,3,33.0,3
396067,2,1,1,5,2,2,2,1,3,4,1,9,4,3,39.0,4
525760,1,1,2,3,1,2,1,1,1,2,1,6,11,3,43.0,3
352399,5,1,2,3,3,2,1,1,1,1,1,6,8,2,25.0,4
362790,3,1,1,4,1,2,1,1,1,2,2,1,8,2,18.0,2
398240,2,1,2,6,2,2,1,1,1,2,1,3,9,3,38.0,2
344531,1,1,2,4,1,2,1,1,1,2,1,9,5,2,25.0,4
381086,5,1,2,6,5,2,1,1,1,2,1,2,10,3,31.0,1
324959,5,1,1,2,1,1,1,1,1,2,4,6,12,1,12.0,2
507076,3,1,2,4,1,2,1,2,1,1,1,2,7,3,41.0,1
365370,3,1,2,5,1,2,1,2,1,2,1,4,9,2,24.0,2
386194,2,1,1,4,2,2,1,2,1,2,1,4,7,3,33.0,2
371735,3,1,2,6,1,2,1,2,1,2,1,4,8,2,24.0,2
362624,1,1,1,3,1,2,1,2,1,2,1,7,3,2,25.0,2
395225,2,1,1,7,2,2,1,1,1,1,1,3,3,3,38.0,2
473912,1,1,1,3,1,2,2,1,5,1,1,4,9,3,32.0,2
555857,1,1,2,6,1,2,2,1,1,1,1,6,11,4,57.0,4
360596,1,1,2,6,3,2,1,2,1,2,1,9,8,2,25.0,4
312508,1,1,2,2,1,1,2,2,4,2,4,6,11,1,2.0,2
333069,1,1,1,3,1,2,1,2,1,1,1,5,2,2,24.0,3
311094,2,1,2,5,2,2,1,1,1,1,2,9,11,1,10.0,4
435743,2,1,2,2,1,2,1,1,3,6,1,3,8,3,37.0,2
412164,2,1,2,5,2,2,1,1,1,9,1,1,9,3,48.0,1
539549,5,1,2,5,4,2,1,2,1,1,1,2,10,4,60.0,1
451303,5,1,1,2,1,2,1,2,1,2,1,5,3,3,41.0,3
456206,1,1,2,4,4,2,2,2,3,1,1,6,11,3,40.0,3
537289,3,1,1,3,1,2,1,1,1,1,1,5,3,4,54.0,3
459852,1,1,2,6,1,2,1,2,1,2,1,5,12,3,40.0,3
517103,1,1,2,3,1,2,2,1,1,1,1,4,7,3,41.0,2
451626,2,1,2,7,2,2,1,1,1,2,1,2,10,3,33.0,1
334752,2,1,2,4,2,2,1,1,1,2,1,2,11,2,19.0,2
516228,5,1,2,2,1,1,1,1,3,4,4,4,8,3,39.0,2
391124,2,1,1,5,2,2,1,1,1,1,1,5,2,3,44.0,3
534816,2,1,1,4,2,2,1,1,1,2,2,1,1,4,55.0,2
398239,1,1,1,2,1,2,2,1,1,2,1,9,4,3,41.0,4
333367,2,1,2,5,2,2,1,1,1,1,1,6,11,2,17.0,3
510975,3,1,2,3,1,2,1,2,1,1,1,2,8,3,31.0,2
543972,2,1,1,5,2,2,1,2,1,2,1,1,4,4,51.0,1
533756,-9,1,1,5,3,2,1,1,1,1,1,9,8,3,33.0,-9
414281,2,1,1,7,2,2,1,1,1,2,1,1,8,3,48.0,1
488357,2,1,2,4,2,2,1,1,1,2,1,7,2,3,48.0,2
542948,2,1,1,4,2,2,1,1,1,2,1,1,12,4,59.0,2
520723,2,1,1,5,2,2,1,1,1,1,1,1,10,3,36.0,1
323077,6,1,1,3,1,1,2,1,3,4,4,9,3,1,4.0,2
557822,2,1,1,4,2,2,1,1,1,2,1,4,4,4,53.0,2
333221,2,1,2,4,2,2,1,1,1,2,1,6,10,2,30.0,4
365319,1,1,1,2,1,1,1,2,1,2,4,7,4,2,19.0,2
395099,3,1,2,4,1,2,2,3,1,1,2,3,2,3,31.0,2
346984,2,1,2,3,2,2,1,1,1,5,2,3,8,2,22.0,2
398113,3,1,2,4,1,2,1,1,1,1,1,2,8,3,31.0,1
464782,1,1,1,6,1,2,1,2,1,1,2,5,3,3,41.0,3
517033,2,1,2,3,2,2,2,1,3,4,1,2,7,3,33.0,1
430446,2,1,2,5,2,2,1,2,1,2,1,2,11,3,32.0,2
511994,2,1,1,3,2,2,2,1,2,2,1,9,5,3,47.0,4
414275,2,1,1,5,2,2,1,1,1,1,2,3,7,3,39.0,1
535235,2,1,2,5,2,2,1,1,1,1,2,1,5,4,55.0,2
307420,2,1,2,2,2,2,1,2,1,1,1,5,5,1,15.0,4
370879,5,1,2,6,1,2,1,3,1,2,2,2,10,2,30.0,1
462936,2,1,1,6,2,2,1,2,1,2,1,4,9,3,38.0,2
409349,2,1,2,6,2,2,1,3,1,2,1,9,10,3,42.0,4
409244,2,1,1,4,2,2,1,1,1,1,1,5,6,3,42.0,3
431322,2,1,1,4,2,2,1,2,1,2,1,8,2,3,38.0,4
431605,5,1,2,2,1,2,1,1,1,1,1,2,8,3,45.0,1
363784,2,1,1,2,1,2,1,1,1,2,1,5,8,2,25.0,3
387294,3,1,1,3,1,2,1,1,1,2,1,7,4,3,45.0,4
