,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,No of hours,Approximated Social Grade
523849,2,1,2,3,2,2,1,1,3,6,2,1,12,3,34.0,1
505781,5,1,2,3,1,2,1,1,1,1,1,2,10,3,43.0,1
386807,2,1,2,6,2,2,2,4,3,1,2,2,9,3,34.0,1
458539,3,1,2,4,3,2,1,1,1,2,1,9,5,3,42.0,4
475003,3,1,1,6,4,2,1,1,1,2,1,8,2,3,41.0,4
538727,1,1,1,4,1,2,1,1,1,1,1,2,8,4,55.0,1
401533,3,1,2,3,2,2,2,3,1,2,1,9,4,3,40.0,4
443524,2,1,1,5,2,2,1,1,1,2,2,5,5,3,33.0,3
469169,2,1,1,4,2,2,1,1,1,2,1,2,2,3,39.0,1
385750,3,1,1,5,1,2,1,2,1,2,2,5,3,3,45.0,3
337791,3,1,2,2,1,2,1,1,1,2,1,7,4,2,30.0,4
515817,3,1,1,6,4,2,1,2,1,2,2,8,6,3,46.0,4
452299,2,1,1,3,2,2,1,1,1,1,1,3,4,3,42.0,1
563564,2,1,2,3,2,2,1,1,1,1,1,2,10,4,49.0,1
413538,2,1,2,4,2,2,2,1,1,2,2,2,11,3,34.0,1
470426,3,1,2,3,1,2,1,1,1,2,1,4,11,3,31.0,2
521739,3,1,2,3,1,2,2,2,1,2,1,9,5,3,48.0,4
555502,1,1,1,3,1,2,1,2,1,2,1,8,6,4,52.0,3
336584,3,1,1,5,4,2,1,1,1,2,2,3,12,2,29.0,2
365945,3,1,2,2,1,2,1,1,1,1,1,7,4,2,22.0,4
550859,2,1,1,5,2,2,1,1,1,1,1,2,6,4,56.0,1
351402,5,1,2,5,3,2,1,1,1,2,1,6,3,2,22.0,4
555973,2,1,1,4,2,2,1,1,1,2,1,1,4,4,49.0,2
435319,1,1,2,5,1,2,1,1,1,1,1,2,6,3,39.0,1
341881,2,1,1,7,2,2,1,2,1,2,1,3,9,2,29.0,2
443953,3,1,2,3,1,2,1,1,1,2,1,2,10,3,31.0,1
349374,2,1,2,6,2,2,1,2,1,2,1,2,11,2,29.0,1
319478,2,1,2,2,1,2,1,1,1,1,1,9,8,1,14.0,4
463936,1,1,1,4,3,2,1,3,1,2,1,3,9,3,32.0,2
428582,1,1,1,4,4,2,1,2,1,9,1,8,2,3,43.0,4
448372,2,1,2,5,2,2,1,1,1,2,1,6,11,3,43.0,3
498297,2,1,1,4,2,2,1,2,3,6,2,1,4,3,48.0,2
405165,1,1,1,5,3,2,1,3,1,2,2,7,2,3,31.0,4
461557,2,1,1,5,2,2,1,2,1,2,1,8,3,3,46.0,4
480233,2,1,1,5,2,2,1,2,1,2,1,5,8,3,45.0,3
478160,3,1,1,2,1,2,1,2,1,2,1,3,10,3,33.0,2
328324,2,1,2,4,2,2,1,2,1,2,1,4,8,2,21.0,2
558929,5,1,1,2,1,2,1,1,1,2,1,3,11,4,50.0,2
565166,2,1,2,4,2,2,1,1,1,2,1,1,8,4,60.0,1
469539,3,1,2,3,1,2,2,2,1,2,1,9,2,3,47.0,4
327499,2,1,1,4,2,2,1,1,1,2,2,2,8,1,14.0,1
450686,2,1,2,5,2,2,1,1,1,2,1,4,4,3,45.0,2
420950,2,1,1,6,2,2,1,2,1,2,1,1,2,3,38.0,2
498099,3,1,2,2,1,2,1,2,1,9,1,4,4,3,36.0,2
557036,2,1,1,7,2,2,1,1,1,2,2,1,4,4,53.0,2
455045,3,1,1,4,1,2,1,3,1,2,1,8,6,3,39.0,3
386947,2,1,1,4,2,2,1,1,1,1,2,8,3,3,34.0,4
362235,5,1,2,2,1,1,1,1,1,2,4,7,4,2,27.0,2
488309,1,1,1,3,1,2,1,2,1,1,1,7,6,3,31.0,2
536387,3,1,1,5,3,2,2,1,1,1,1,2,10,4,50.0,1
401870,2,1,1,3,2,2,1,1,1,1,1,1,12,3,31.0,2
429263,3,1,1,5,4,2,1,1,1,2,1,2,3,3,35.0,1
412822,2,1,1,5,2,2,1,1,1,2,1,9,4,3,43.0,4
528347,2,1,1,4,1,2,1,2,1,9,1,3,2,3,37.0,2
405373,2,1,1,5,2,2,1,2,1,1,1,5,2,3,47.0,3
302700,1,1,1,2,1,2,2,2,3,1,1,7,4,1,5.0,4
346542,2,1,2,6,2,2,1,1,1,2,1,3,4,2,20.0,2
426965,1,1,1,6,4,2,1,3,1,2,1,8,2,3,42.0,4
443457,4,1,2,4,1,2,1,2,1,2,1,8,2,3,48.0,3
436878,3,1,2,3,1,2,1,1,1,2,1,3,8,3,35.0,2
496134,2,1,1,4,2,2,1,1,1,2,1,1,2,3,40.0,1
509961,2,1,2,4,2,2,2,2,1,2,1,7,4,3,31.0,4
475683,2,1,1,3,1,2,1,1,1,2,1,5,8,3,37.0,3
494686,2,1,1,5,2,2,1,1,1,2,2,2,8,3,40.0,1
371249,2,1,2,6,2,2,1,2,1,2,1,4,11,2,18.0,2
411205,3,1,2,5,1,2,1,2,1,2,1,4,8,3,36.0,2
536473,3,1,2,3,1,2,1,1,1,1,1,2,10,4,57.0,1
459605,1,1,1,4,1,2,1,2,1,2,1,3,8,3,43.0,2
355944,2,1,1,2,1,1,1,1,1,2,4,9,5,2,29.0,2
547449,2,1,1,3,2,2,2,2,3,6,1,2,3,4,59.0,2
505221,2,1,1,6,2,2,2,2,1,2,2,5,3,3,31.0,3
541832,1,1,1,5,4,2,1,2,1,2,1,2,3,4,54.0,2
536440,2,1,1,5,2,2,1,2,1,2,2,3,4,4,60.0,2
506435,1,1,2,3,1,2,1,1,1,1,1,2,10,3,43.0,1
427680,2,1,2,6,2,2,1,2,1,2,2,3,7,3,37.0,1
322223,2,1,1,2,1,1,1,3,1,2,4,7,4,1,9.0,2
468818,1,1,1,6,4,2,1,2,1,2,1,9,4,3,39.0,4
392875,3,1,2,2,1,2,1,1,1,1,1,3,7,3,44.0,2
392798,3,1,1,3,1,2,1,2,1,1,1,6,11,3,41.0,4
542910,2,1,1,5,2,2,1,2,1,2,2,8,6,4,58.0,3
568378,1,1,2,6,4,2,1,1,1,2,1,2,10,4,51.0,1
491981,2,1,1,5,2,2,1,1,1,9,1,8,2,3,45.0,3
361337,2,1,1,4,2,2,1,2,1,5,1,1,3,2,23.0,2
508308,3,1,2,3,1,2,2,1,1,2,2,2,11,3,45.0,2
455460,2,1,1,4,2,2,1,2,1,2,1,1,5,3,39.0,1
417264,2,1,1,5,2,2,1,2,1,2,1,2,9,3,31.0,1
410327,2,1,2,4,2,2,1,2,1,2,1,1,6,3,42.0,2
531586,2,1,2,5,2,2,1,1,1,2,1,6,11,3,34.0,3
546701,3,1,1,5,4,2,1,2,1,1,1,3,6,4,54.0,1
382291,3,1,1,4,4,2,1,3,1,2,1,1,4,3,42.0,2
446801,5,1,2,4,1,2,1,2,1,2,1,2,11,3,39.0,2
373154,5,1,2,7,5,2,2,2,1,2,1,4,12,2,19.0,2
391396,5,1,2,6,4,2,1,1,1,2,1,2,10,3,42.0,1
377050,2,1,2,6,2,2,1,1,1,2,1,2,10,2,18.0,1
428422,2,1,2,6,2,2,1,1,1,2,1,4,2,3,34.0,2
416003,3,1,1,3,1,2,2,1,1,2,1,8,4,3,35.0,4
410757,1,1,1,6,4,2,1,2,1,2,2,5,8,3,40.0,3
349367,1,1,1,6,4,2,1,4,1,1,2,5,12,2,28.0,3
483989,4,1,1,5,3,2,1,2,1,2,1,1,4,3,41.0,1
374323,1,1,2,4,1,2,1,1,1,2,1,2,10,2,16.0,1
377436,5,1,2,2,1,2,1,2,1,1,1,6,11,2,21.0,3
518441,2,1,1,5,2,2,2,3,1,2,1,1,6,3,47.0,1
354260,2,1,1,7,2,2,1,2,1,1,1,3,3,2,26.0,2
543026,2,1,1,4,2,2,1,2,1,2,2,5,8,4,52.0,3
348788,3,1,2,3,1,2,1,1,1,2,1,6,11,2,25.0,3
480513,5,1,2,4,1,2,1,2,1,2,1,6,8,3,42.0,4
427512,2,1,2,6,2,2,1,2,1,2,1,4,11,3,34.0,2
424968,2,1,1,3,2,2,1,2,1,1,1,2,6,3,31.0,1
323580,2,1,2,6,4,2,1,3,1,9,2,1,8,1,2.0,2
331714,1,1,2,5,2,2,1,1,1,2,1,4,4,2,24.0,2
365543,2,1,2,4,1,2,1,3,1,2,1,7,4,2,30.0,4
483354,1,1,2,3,1,2,1,2,1,1,1,3,11,3,37.0,2
414884,2,1,1,4,2,2,1,2,1,2,1,3,8,3,34.0,2
479503,5,1,2,5,4,2,1,2,1,2,1,4,7,3,32.0,2
345940,5,1,2,5,4,2,2,4,1,3,2,2,11,2,20.0,2
354936,3,1,2,5,1,2,1,1,1,1,2,2,10,2,22.0,1
495793,2,1,1,6,2,2,1,1,1,9,2,8,10,3,47.0,4
332250,2,1,2,5,2,2,1,3,1,2,1,4,3,2,28.0,2
317446,2,1,1,2,1,1,1,1,1,2,4,9,3,1,14.0,2
375766,3,1,2,3,1,2,2,2,1,1,1,2,10,2,17.0,1
541612,2,1,1,6,2,2,1,2,1,2,2,2,11,4,56.0,1
336533,5,1,1,2,1,2,1,2,1,2,1,9,3,2,17.0,4
403135,3,1,2,3,1,2,1,3,1,1,1,2,8,3,48.0,1
304861,2,1,2,2,1,1,1,2,1,1,4,7,4,1,15.0,2
355033,5,1,2,2,1,2,1,2,1,1,1,9,5,2,27.0,4
316880,1,1,1,5,1,2,1,1,1,2,2,3,12,1,14.0,2
394938,3,1,2,3,1,2,2,2,1,2,1,6,5,3,42.0,3
470454,3,1,1,5,3,2,1,2,1,1,1,1,8,3,39.0,1
491969,2,1,1,5,2,2,1,1,1,9,1,2,9,3,40.0,2
442952,2,1,1,5,2,2,1,1,1,1,1,3,11,3,45.0,2
449152,3,1,1,5,1,2,1,2,1,2,1,2,8,3,36.0,2
399030,3,1,1,3,1,2,1,1,1,2,1,2,6,3,35.0,1
354875,2,1,2,4,2,2,1,1,1,2,1,4,8,2,24.0,2
416902,2,1,1,3,2,2,2,2,1,2,1,8,5,3,37.0,4
415468,2,1,1,7,2,2,1,1,1,2,2,5,2,3,40.0,3
404439,2,1,2,5,2,2,1,2,1,1,1,5,5,3,44.0,3
316189,2,1,2,5,2,2,1,3,1,2,1,4,3,1,6.0,2
376089,2,1,2,5,2,2,1,1,1,2,1,4,10,2,29.0,2
343951,2,1,2,5,2,2,1,2,1,2,1,6,10,2,23.0,3
395182,2,1,2,3,2,2,1,1,1,1,1,4,7,3,45.0,2
352339,5,1,2,2,1,2,1,2,1,1,1,7,4,2,30.0,4
446002,2,1,1,4,4,2,1,2,1,2,1,3,2,3,38.0,2
388439,2,1,2,4,2,2,1,3,1,1,1,4,8,3,42.0,2
423451,3,1,1,5,4,2,1,2,1,9,1,1,5,3,35.0,2
448297,2,1,2,6,2,2,1,1,1,2,1,6,11,3,35.0,3
535547,2,1,2,6,2,2,1,2,1,2,1,1,5,4,49.0,2
337839,3,1,2,2,1,2,1,1,1,1,1,7,4,2,22.0,4
337525,2,1,2,5,2,2,1,1,1,2,1,9,5,2,17.0,4
415684,3,1,1,2,1,2,1,2,1,1,1,2,2,3,43.0,1
384758,3,1,1,4,1,2,1,2,1,2,1,8,6,3,39.0,3
494614,1,1,1,3,1,2,1,1,1,1,1,5,3,3,36.0,3
367023,5,1,2,4,4,2,1,1,1,2,1,7,12,2,21.0,4
432169,2,1,2,6,2,2,1,2,1,2,1,4,4,3,35.0,2
366896,2,1,2,5,2,2,1,1,1,2,1,4,9,2,30.0,2
548219,2,1,1,5,2,2,1,1,1,2,2,3,8,4,60.0,1
505910,2,1,1,3,2,2,1,2,1,1,1,2,8,3,44.0,2
508204,2,1,1,5,2,2,2,2,3,2,1,8,6,3,42.0,3
316934,2,1,1,6,2,2,1,1,1,2,1,1,8,1,2.0,2
432651,2,1,1,5,2,2,1,2,1,1,1,6,10,3,36.0,3
558421,2,1,2,6,2,2,1,3,1,9,1,6,8,4,53.0,2
494107,5,1,2,2,2,2,1,1,1,2,1,9,5,3,34.0,4
474820,2,1,1,6,2,2,1,2,1,2,1,9,6,3,41.0,3
378122,2,1,2,5,2,2,1,1,1,2,1,2,11,2,25.0,2
467277,1,1,1,3,1,2,2,2,1,2,1,5,12,3,42.0,3
426220,2,1,1,4,2,2,1,1,1,1,1,8,4,3,33.0,4
495159,2,1,1,5,2,2,1,2,1,1,1,5,3,3,32.0,3
325514,2,1,2,2,1,2,2,1,1,9,1,9,12,1,14.0,4
420176,2,1,2,4,2,2,1,1,1,2,1,7,4,3,46.0,4
383158,1,1,2,4,1,2,1,1,1,2,1,2,11,3,34.0,2
411025,3,1,2,3,1,2,1,2,1,2,1,3,9,3,43.0,2
449195,3,1,2,3,4,2,1,1,1,2,1,5,3,3,45.0,3
342796,5,1,1,2,1,1,1,2,1,1,4,7,4,2,26.0,2
443005,2,1,1,5,2,2,1,2,1,2,1,8,2,3,35.0,4
562795,2,1,1,5,2,2,1,2,1,9,1,3,4,4,56.0,2
334182,2,1,1,3,2,2,1,3,3,6,1,9,4,2,17.0,4
535681,2,1,1,5,2,2,1,3,1,1,2,1,4,4,51.0,2
480233,2,1,1,5,2,2,1,2,1,2,1,5,8,3,45.0,3
324778,6,1,1,2,2,1,2,1,3,4,4,5,5,1,9.0,2
547566,3,1,2,3,1,2,1,2,1,1,1,3,9,4,51.0,2
417350,2,1,1,5,2,2,1,2,1,2,1,5,2,3,47.0,3
521104,6,1,2,3,1,1,2,2,2,2,4,3,11,3,45.0,2
532908,2,1,2,6,2,2,1,1,1,2,1,9,2,3,37.0,4
442585,2,1,1,4,2,2,1,1,1,2,1,3,10,3,47.0,2
321721,3,1,2,2,1,1,2,2,4,2,4,6,4,1,15.0,2
354077,2,1,2,4,2,2,2,1,3,1,2,3,11,2,28.0,2
411651,2,1,1,5,2,2,1,1,1,2,1,8,2,3,38.0,4
405618,3,1,2,4,3,2,1,1,1,2,1,2,11,3,40.0,1
333438,2,1,2,7,2,2,1,1,1,1,1,1,8,2,22.0,2
347047,2,1,2,4,2,2,1,1,1,1,1,4,5,2,28.0,2
481136,3,1,2,3,3,2,1,1,1,2,1,6,10,3,48.0,2
521969,2,1,1,4,2,2,2,1,4,2,1,7,4,3,36.0,2
429636,2,1,1,5,2,2,1,2,1,2,1,5,3,3,45.0,3
454275,1,1,1,5,1,2,1,2,1,2,1,4,7,3,42.0,2
462288,2,1,1,5,2,2,2,1,1,1,1,1,11,3,35.0,1
466050,2,1,2,4,2,2,1,1,1,2,1,7,4,3,48.0,4
340594,2,1,2,5,2,2,1,1,1,2,1,6,11,2,23.0,4
490906,2,1,1,6,2,2,1,2,1,2,1,8,11,3,41.0,4
475602,3,1,2,4,1,2,1,1,1,2,1,5,6,3,46.0,3
556871,2,1,1,5,2,2,2,1,1,2,1,8,2,4,49.0,3
348492,2,1,2,5,2,2,1,3,1,2,1,7,4,2,29.0,4
316499,2,1,2,6,2,2,1,3,1,1,2,9,8,1,9.0,4
380626,2,1,1,7,2,2,1,1,1,2,1,4,6,3,31.0,2
421499,1,1,1,4,1,2,1,2,1,2,1,1,5,3,37.0,2
446556,2,1,1,2,1,2,1,1,1,1,1,5,3,3,39.0,3
386954,2,1,1,4,2,2,1,2,1,2,1,9,8,3,38.0,3
482269,1,1,2,3,1,2,1,1,1,2,1,3,10,3,37.0,2
557614,2,1,1,2,1,2,1,1,1,1,1,2,10,4,56.0,1
508436,2,1,2,3,1,2,1,1,1,2,2,3,12,3,33.0,2
517392,2,1,2,3,2,2,2,1,1,2,1,3,7,3,37.0,1
440004,1,1,1,2,1,2,2,1,1,2,2,9,3,3,32.0,4
343959,3,1,2,3,1,2,1,1,1,9,2,2,11,2,25.0,2
453366,3,1,1,4,1,2,1,2,1,2,1,9,4,3,43.0,3
537854,1,1,2,5,1,2,1,1,3,4,1,2,2,4,51.0,1
505621,1,1,1,3,1,2,1,2,4,1,1,5,4,3,35.0,3
413536,2,1,2,3,2,2,1,1,1,1,1,3,11,3,31.0,2
484849,2,1,1,2,1,2,1,1,1,1,1,8,4,3,43.0,3
350423,2,1,2,4,2,2,1,3,1,2,1,3,7,2,17.0,2
505178,3,1,2,2,1,2,1,1,1,1,1,7,4,3,43.0,4
490409,3,1,1,3,1,2,1,1,1,1,1,3,12,3,43.0,2
459929,2,1,2,3,2,2,1,1,1,2,1,2,10,3,41.0,1
515870,1,1,2,5,1,2,1,3,1,9,1,4,10,3,39.0,2
478286,2,1,1,5,2,2,1,1,1,2,2,1,4,3,41.0,2
457944,1,1,2,3,1,2,1,1,2,2,1,2,12,3,44.0,1
311931,2,1,2,5,2,2,1,1,1,2,2,4,3,1,4.0,2
463941,5,1,2,2,1,2,1,2,1,2,1,6,11,3,46.0,4
448535,3,1,2,2,1,2,1,1,1,1,1,6,11,3,37.0,3
558869,2,1,1,3,1,2,1,1,1,1,1,5,2,4,54.0,3
463954,2,1,2,4,2,2,1,1,1,2,2,8,6,3,36.0,4
567866,3,1,1,2,1,2,1,1,1,2,2,5,8,4,50.0,3
452416,2,1,1,4,2,2,2,1,3,9,1,5,5,3,45.0,3
441467,2,1,1,3,2,2,2,2,1,1,1,9,7,3,41.0,4
393704,3,1,1,3,1,2,1,1,1,1,1,1,2,3,40.0,1
488685,1,1,2,2,1,2,1,1,1,2,1,7,5,3,43.0,4
553115,3,1,1,3,1,2,1,2,1,2,2,5,3,4,56.0,3
380582,2,1,1,5,2,2,1,1,1,2,1,2,11,3,40.0,2
512828,2,1,2,6,2,2,2,2,3,8,1,7,4,3,37.0,4
417162,3,1,2,4,4,2,1,1,1,1,1,2,11,3,36.0,2
410126,3,1,1,3,1,2,1,1,1,1,2,2,6,3,44.0,1
466206,3,1,2,5,1,2,2,1,5,6,1,2,11,3,38.0,1
456113,2,1,1,2,1,2,1,1,1,2,1,8,2,3,46.0,3
315791,2,1,2,3,2,2,1,2,1,2,2,5,2,1,5.0,3
354667,3,1,2,3,1,2,1,1,1,1,1,7,4,2,18.0,4
315859,2,1,2,2,1,1,1,1,1,2,4,9,5,1,7.0,2
563700,3,1,1,3,1,2,2,1,1,2,1,2,7,4,55.0,1
522455,1,1,2,3,1,2,1,2,1,2,1,9,9,3,43.0,3
565104,2,1,1,4,2,2,2,2,1,9,1,1,7,4,59.0,1
379648,5,1,2,3,5,2,1,1,1,2,1,9,11,2,30.0,4
449277,5,1,2,3,1,2,1,1,1,2,1,8,4,3,35.0,3
454410,2,1,1,5,2,2,1,1,1,2,1,8,4,3,44.0,4
474839,2,1,1,3,1,2,1,1,1,2,1,3,8,3,46.0,1
558851,1,1,2,3,1,2,2,1,1,1,2,3,10,4,55.0,2
538206,5,1,2,5,4,2,1,2,1,9,2,1,7,4,55.0,2
504101,2,1,1,7,2,2,1,2,1,2,2,5,3,3,32.0,3
303331,2,1,1,8,2,2,1,1,1,2,2,2,8,1,13.0,1
390252,2,1,2,6,2,2,1,2,1,2,1,7,4,3,32.0,4
560484,2,1,1,3,1,2,1,1,3,6,1,6,11,4,60.0,4
342682,2,1,2,3,2,2,1,4,1,2,1,3,2,2,17.0,2
549465,3,1,1,5,4,2,2,2,1,2,1,1,9,4,58.0,1
514203,2,1,2,5,2,2,1,1,1,2,1,3,7,3,45.0,1
383418,2,1,1,2,1,2,1,2,1,1,1,5,8,3,37.0,3
313832,2,1,2,4,2,2,1,2,1,1,1,9,5,1,11.0,4
460051,6,1,1,4,4,2,1,1,1,2,1,8,9,3,39.0,4
517743,5,1,2,3,2,2,2,2,4,2,1,2,11,3,44.0,1
509430,2,1,1,4,2,2,2,2,3,4,1,2,6,3,34.0,1
326172,5,1,2,5,5,2,1,2,1,2,1,2,10,1,6.0,1
381873,4,1,1,5,1,2,1,3,1,9,1,9,2,3,47.0,3
456369,-9,3,2,3,1,2,2,1,1,9,1,2,10,3,39.0,-9
485594,3,1,1,4,4,2,1,1,1,2,1,2,8,3,33.0,1
349679,1,1,1,6,5,2,1,4,1,2,1,9,10,2,17.0,4
461938,1,1,2,2,1,2,1,3,1,1,1,3,4,3,33.0,2
309227,2,1,1,7,2,2,1,2,1,1,1,2,10,1,15.0,1
532563,1,1,2,3,4,2,1,2,1,2,1,3,8,3,32.0,2
424537,2,1,2,3,1,2,1,2,1,2,1,5,12,3,34.0,3
422743,3,1,1,6,4,2,1,2,1,2,1,2,3,3,40.0,1
470784,2,1,2,4,2,2,1,2,1,1,1,2,11,3,45.0,2
406572,5,1,2,2,1,2,1,1,1,1,1,9,5,3,37.0,4
542595,2,1,1,5,2,2,1,2,1,1,2,2,4,4,60.0,1
429984,2,1,2,3,2,2,1,2,1,2,1,7,12,3,40.0,2
457766,2,1,1,6,2,2,1,4,1,2,1,3,4,3,37.0,2
385590,5,1,2,3,1,2,1,1,1,1,1,6,11,3,33.0,2
532987,2,1,1,6,2,2,1,1,1,1,1,8,2,3,35.0,3
412435,5,1,2,3,1,2,1,1,1,2,1,6,11,3,34.0,3
513644,1,1,1,5,1,2,1,2,1,1,1,5,9,3,40.0,3
486855,2,1,1,2,1,2,1,1,1,2,1,4,8,3,32.0,2
405181,1,1,1,5,4,2,1,1,1,2,1,2,2,3,43.0,1
348166,2,1,2,4,2,2,1,1,1,2,1,1,11,2,16.0,1
435905,3,1,1,3,1,2,1,2,2,1,1,3,6,3,36.0,2
541804,2,1,2,5,2,2,1,1,1,2,2,4,8,4,59.0,2
424935,2,1,2,6,2,2,1,1,1,2,2,9,3,3,39.0,4
319682,2,1,2,5,2,2,1,3,1,2,1,9,5,1,13.0,4
328871,2,1,2,5,2,2,1,2,1,2,1,4,11,2,28.0,2
458733,2,1,1,6,4,2,1,2,1,9,2,5,3,3,45.0,3
520796,3,1,1,3,1,2,2,1,1,9,1,3,7,3,41.0,1
526693,2,1,1,5,2,2,1,2,1,1,1,3,9,3,37.0,2
374477,2,1,1,2,1,2,1,3,1,2,1,6,10,2,27.0,3
455869,1,1,1,4,1,2,1,3,1,2,1,7,9,3,48.0,2
560597,2,1,1,6,2,2,1,2,1,2,1,8,4,4,60.0,4
402117,1,1,2,5,4,2,1,1,1,1,1,7,8,3,38.0,2
395388,1,1,2,3,1,2,1,1,1,1,1,3,4,3,46.0,2
448638,1,1,1,7,4,2,1,2,1,2,2,5,2,3,37.0,3
317351,2,1,1,8,2,2,1,3,1,2,1,3,7,1,5.0,2
329570,3,1,2,4,1,2,1,2,1,1,1,7,4,2,18.0,4
501214,4,1,1,5,4,2,1,2,1,1,1,5,4,3,40.0,3
429848,2,1,1,4,2,2,1,2,1,2,2,5,3,3,45.0,3
544801,2,1,1,5,2,2,1,1,2,2,1,5,4,4,49.0,3
368736,2,1,2,3,2,2,1,1,1,2,1,4,11,2,24.0,2
478800,3,1,2,6,4,2,1,1,1,2,1,6,8,3,42.0,2
326933,2,1,2,2,1,2,1,3,1,2,1,9,5,1,9.0,4
560593,3,1,1,6,4,2,1,2,1,2,2,1,5,4,50.0,2
368161,5,1,2,3,4,2,1,3,1,2,1,7,8,2,17.0,4
457032,5,1,2,4,1,2,1,2,1,2,1,7,4,3,43.0,3
315896,2,1,1,2,1,1,1,1,1,1,4,9,5,1,8.0,2
458045,2,1,2,4,2,2,1,1,1,1,1,5,8,3,46.0,3
314740,2,1,2,5,2,2,1,2,1,2,1,6,11,1,10.0,4
502751,3,1,1,3,1,2,1,1,1,2,1,9,8,3,38.0,3
480770,3,1,1,3,1,2,1,2,1,9,1,8,4,3,35.0,4
395602,3,1,1,2,1,2,1,2,1,1,1,6,12,3,47.0,3
531249,2,1,1,3,2,2,1,1,1,1,1,5,6,3,31.0,3
507943,2,1,1,2,3,2,1,1,1,2,1,8,8,3,34.0,3
347138,2,1,2,3,2,2,1,1,1,1,1,3,7,2,22.0,2
362549,2,1,1,5,2,2,2,3,3,2,1,7,4,2,25.0,4
477690,2,1,2,2,2,2,1,2,1,1,1,2,11,3,41.0,2
478799,2,1,1,2,2,2,1,1,1,2,1,9,4,3,31.0,4
429911,2,1,1,6,2,2,1,2,1,2,1,4,8,3,40.0,2
542320,2,1,1,5,2,2,1,2,1,2,2,1,4,4,52.0,1
481975,2,1,1,4,2,2,1,2,1,2,2,8,3,3,43.0,4
329878,2,1,2,6,2,2,1,2,1,2,1,4,9,2,27.0,2
543694,2,1,1,5,2,2,2,1,1,2,1,3,7,4,50.0,1
385710,2,1,2,4,2,2,1,1,1,2,1,4,9,3,40.0,2
475965,2,1,1,3,1,2,1,1,1,2,1,8,8,3,39.0,4
357123,3,1,1,3,1,2,2,2,1,9,1,7,5,2,26.0,4
539745,3,1,1,6,1,2,1,3,1,2,1,8,3,4,55.0,3
347981,2,1,2,4,2,2,1,2,1,2,1,4,11,2,23.0,2
532951,2,1,1,6,2,2,1,3,1,1,1,2,7,3,35.0,1
420816,1,1,1,4,1,2,1,2,1,9,1,3,8,3,37.0,2
466146,1,1,1,6,1,2,2,2,3,2,2,2,4,3,33.0,1
527108,2,1,1,4,2,2,1,1,1,2,1,8,4,3,48.0,3
426943,5,1,2,5,4,2,1,2,1,2,1,1,6,3,36.0,1
365994,2,1,2,3,2,2,2,1,3,7,1,9,4,2,28.0,4
409275,5,1,1,5,1,2,1,2,1,2,2,5,1,3,42.0,3
329788,2,1,1,2,1,1,1,1,1,2,4,8,8,2,27.0,2
386611,2,1,1,6,2,2,1,1,1,9,2,2,10,3,32.0,1
428738,1,1,2,4,1,2,1,1,1,1,1,4,4,3,44.0,2
419442,2,1,1,4,2,2,1,1,1,2,1,1,4,3,47.0,2
312239,1,1,1,7,5,2,1,3,1,2,1,4,11,1,5.0,2
516998,2,1,2,6,2,2,1,2,1,2,1,4,12,3,45.0,2
534067,-9,1,1,3,1,2,1,2,1,2,1,8,9,3,47.0,-9
419253,2,1,1,5,2,2,1,1,1,9,1,3,2,3,42.0,2
475849,3,1,1,4,1,2,1,1,1,2,1,3,12,3,47.0,2
498633,2,1,2,5,2,2,1,2,1,2,1,1,11,3,43.0,1
527132,1,1,2,6,4,2,1,1,1,2,1,4,11,3,34.0,2
346798,5,1,2,3,1,2,1,2,1,2,1,2,9,2,27.0,1
485483,2,1,2,4,2,2,1,1,1,2,1,4,8,3,42.0,2
311809,2,1,2,5,2,2,1,1,1,2,1,6,6,1,7.0,3
528581,2,1,2,5,2,2,1,2,1,2,1,1,9,3,37.0,1
344295,2,1,2,6,2,2,1,1,1,2,1,6,8,2,22.0,3
360445,2,1,2,5,2,2,2,2,1,9,2,2,4,2,26.0,1
438586,2,1,2,5,2,2,1,1,1,1,1,2,9,3,36.0,1
529527,1,1,1,6,1,2,1,2,1,2,1,5,4,3,48.0,3
306239,1,1,2,2,1,1,1,1,1,2,4,6,11,1,6.0,2
437736,2,1,1,6,2,2,1,2,1,2,1,9,4,3,33.0,4
462972,2,1,1,4,1,2,1,1,1,2,1,5,4,3,36.0,3
540200,2,1,1,5,2,2,1,3,1,1,2,6,8,4,57.0,2
339948,2,1,2,3,2,2,1,1,1,2,1,2,11,2,29.0,1
361658,3,1,2,4,1,2,1,3,1,2,2,6,12,2,27.0,3
327199,1,1,2,2,1,1,1,1,2,2,4,9,12,1,15.0,2
452464,2,1,2,3,1,2,1,2,1,2,1,4,8,3,37.0,2
315551,2,1,2,2,1,2,1,1,1,2,1,4,3,1,9.0,2
520149,2,1,1,5,2,2,2,1,3,6,1,6,6,3,36.0,2
467385,5,1,1,3,1,2,1,1,1,2,1,4,7,3,46.0,2
547680,2,1,1,5,2,2,1,2,1,2,2,8,3,4,55.0,4
534828,1,1,1,4,2,2,1,1,1,2,1,8,9,4,51.0,3
539310,2,1,1,6,2,2,1,1,1,2,2,5,1,4,54.0,3
333544,5,1,2,2,1,2,1,1,1,2,1,4,7,2,27.0,2
390151,3,1,1,2,1,2,1,2,1,1,1,9,5,3,39.0,4
